■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2020-06-04,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2010~2019   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,"전국
스크린수","전국
매출액","전국
관객수","서울
매출액","서울
관객수",장르,등급,영화구분
108,나쁜 녀석들: 더 무비,손용호,"씨제이이앤엠(주),(주)영화사비단길",,씨제이이앤엠(주),2019-09-11,개봉영화,장편,한국,"1,511","39,560,195,124","4,573,902","8,008,441,184","905,239",범죄,15세이상관람가,일반영화
109,판도라,박정우,(주)씨에이씨엔터테인먼트,,(주)넥스트엔터테인먼트월드(NEW),2016-12-07,개봉영화,장편,한국,"1,166","35,965,733,064","4,571,142","7,213,559,964","880,999",드라마,12세이상관람가,일반영화
110,연가시,박정우,(주)오죤필름,,씨제이이앤엠(주),2012-07-05,개봉영화,장편,한국,759,"32,154,766,664","4,513,026","7,819,583,000","1,040,068",공포(호러),15세이상관람가,일반영화
111,아이언맨 2,존 파브로,"파라마운트 픽쳐스,마블 엔터프라이즈",씨제이엔터테인먼트,씨제이엔터테인먼트,2010-04-29,개봉영화,장편,미국,757,"33,161,943,100","4,498,335","10,697,867,500","1,370,291",SF,12세이상관람가,일반영화
112,강철비,양우석,"(주)와이웍스엔터테인먼트,(주)모팩",,(주)넥스트엔터테인먼트월드(NEW),2017-12-14,개봉영화,장편,한국,"1,426","35,477,912,466","4,451,336","8,694,723,516","1,060,541",액션,15세이상관람가,일반영화
113,해리포터와 죽음의 성물2,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-07-13,개봉영화,장편,미국,757,"34,507,819,000","4,400,298","11,183,806,000","1,361,311",판타지,전체관람가,일반영화
114,엑스맨: 데이즈 오브 퓨처 패스트,브라이언 싱어,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-05-22,개봉영화,장편,미국,"1,056","34,654,558,766","4,313,871","11,315,080,666","1,345,720",액션,12세이상관람가,일반영화
115,아가씨,박찬욱,"유한회사 아가씨에프에스,(주)모호필름,(주)용필름",,씨제이이앤엠(주),2016-06-01,개봉영화,장편,한국,"1,171","35,114,332,791","4,277,071","10,881,501,871","1,283,972",스릴러,청소년관람불가,일반영화
116,어메이징 스파이더맨 2,마크 웹,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-23,개봉영화,장편,미국,"1,312","34,869,056,800","4,168,350","10,562,832,700","1,187,974",액션,12세이상관람가,일반영화
117,용의자,원신연,"(주)그린피쉬,(주)쇼박스",,(주)쇼박스,2013-12-24,개봉영화,장편,한국,807,"30,037,161,000","4,131,248","7,563,772,000","997,760",액션,15세이상관람가,일반영화
118,건축학개론,이용주,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2012-03-22,개봉영화,장편,한국,593,"30,219,800,500","4,110,645","11,003,948,000","1,431,173",멜로/로맨스,12세이상관람가,일반영화
119,댄싱퀸,이석훈,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2012-01-18,개봉영화,장편,한국,534,"30,129,259,500","4,057,546","8,223,006,000","1,055,086",코미디,12세이상관람가,일반영화
120,꾼,장창원,(주)영화사두둥,,(주)쇼박스,2017-11-22,개봉영화,장편,한국,"1,314","31,313,568,795","4,018,341","7,524,464,445","931,901",범죄,15세이상관람가,일반영화
121,혹성탈출: 반격의 서막,맷 리브스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-07-10,개봉영화,장편,미국,922,"31,509,793,095","4,002,134","9,067,860,195","1,095,630",액션,12세이상관람가,일반영화
122,타짜-신의 손,강형철,(주)싸이더스,,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",2014-09-03,개봉영화,장편,한국,890,"32,267,244,827","4,001,813","8,495,857,527","1,016,403",드라마,청소년관람불가,일반영화
123,쿵푸팬더3,"여인영,알레산드로 칼로니",드림웍스 애니메이션,씨제이이앤엠(주),씨제이이앤엠(주),2016-01-28,개봉영화,장편,미국,"1,365","31,340,798,156","3,984,812","8,695,148,256","1,045,418",애니메이션,전체관람가,일반영화
124,캡틴 아메리카: 윈터 솔져,"조 루소,안소니 루소",,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-03-26,개봉영화,장편,미국,"1,106","31,710,585,385","3,963,220","10,405,400,885","1,237,982",액션,15세이상관람가,일반영화
125,박수건달,조진규,"주식회사 제이앤피,박수건달문화산업전문(유),(주)쇼박스",,(주)쇼박스,2013-01-09,개봉영화,장편,한국,599,"28,343,986,569","3,893,216","6,808,915,069","894,127",코미디,15세이상관람가,일반영화
126,베놈,루벤 플레셔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-10-03,개봉영화,장편,미국,"1,308","34,100,211,207","3,888,096","9,452,036,857","1,026,909",액션,15세이상관람가,일반영화
127,조선명탐정 : 사라진 놉의 딸,김석윤,청년필름(주),,(주)쇼박스,2015-02-11,개봉영화,장편,한국,811,"30,456,879,428","3,872,015","6,908,501,928","845,522",사극,12세이상관람가,일반영화
128,역린,이재규,"굿초이스컷픽쳐스(주),(주)파파스필름",,롯데쇼핑㈜롯데엔터테인먼트,2014-04-30,개봉영화,장편,한국,"1,054","29,893,297,890","3,849,433","8,426,821,290","1,044,988",사극,15세이상관람가,일반영화
129,매드 맥스: 분노의 도로,조지 밀러,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-05-14,개봉영화,장편,미국,799,"32,906,364,462","3,842,441","11,443,176,062","1,271,954",액션,15세이상관람가,일반영화
130,남한산성,황동혁,(주)싸이런픽쳐스,,씨제이이앤엠(주),2017-10-03,개봉영화,장편,한국,"1,229","31,067,321,992","3,829,891","7,375,553,392","889,444",사극,15세이상관람가,일반영화
131,데드풀 2,데이빗 레이치,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-05-16,개봉영화,장편,미국,"1,576","34,185,664,639","3,784,602","10,757,126,939","1,145,250",액션,청소년관람불가,일반영화
132,암수살인,김태균,"(주)필름295,(주)블러썸픽쳐스",,(주)쇼박스,2018-10-03,개봉영화,장편,한국,"1,177","32,855,895,548","3,772,620","7,777,232,448","862,386",범죄,15세이상관람가,일반영화
133,국가부도의 날,최국희,영화사 집,,씨제이이앤엠(주),2018-11-28,개봉영화,장편,한국,"1,180","30,891,765,837","3,754,983","7,993,870,137","937,443",드라마,12세이상관람가,일반영화
134,미이라,알렉스 커츠먼,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-06-06,개봉영화,장편,미국,"1,257","30,504,689,978","3,689,325","7,851,059,428","909,202",액션,15세이상관람가,일반영화
135,82년생 김지영,김도영,(주)봄바람영화사,,롯데컬처웍스(주)롯데엔터테인먼트,2019-10-23,개봉영화,장편,한국,"1,486","30,298,542,310","3,678,156","8,396,050,370","994,663",드라마,12세이상관람가,일반영화
136,전우치,최동훈,영화사 집,,씨제이엔터테인먼트,2009-12-23,개봉영화,장편,한국,606,"26,770,717,436","3,671,356","7,781,335,500","1,009,619",액션,12세이상관람가,일반영화
137,분노의 질주: 홉스&쇼,데이빗 레이치,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2019-08-14,개봉영화,장편,미국,"1,311","32,241,767,793","3,657,536","7,717,831,533","839,251",액션,12세이상관람가,일반영화
138,분노의 질주: 더 익스트림,F. 게리 그레이,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-04-12,개봉영화,장편,미국,"1,469","29,981,156,348","3,653,238","7,936,210,998","932,027",액션,15세이상관람가,일반영화
139,너의 이름은.,신카이 마코토,,(주)미디어캐슬,메가박스중앙(주)플러스엠,2017-01-04,개봉영화,장편,일본,947,"29,248,867,156","3,637,122","9,352,306,256","1,124,392",애니메이션,12세이상관람가,일반영화
140,인턴,낸시 마이어스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-09-24,개봉영화,장편,미국,496,"28,518,443,148","3,610,642","10,024,307,548","1,228,273",코미디,12세이상관람가,일반영화
141,라라랜드,데이미언 셔젤,,판씨네마(주),판씨네마(주),2016-12-07,개봉영화,장편,미국,727,"30,006,844,694","3,597,193","13,131,083,194","1,536,629",드라마,12세이상관람가,일반영화
142,귀향,조정래,주식회사 제이오엔터테인먼트코리아,,(주)와우픽쳐스,2016-02-24,개봉영화,장편,한국,876,"27,245,051,990","3,586,523","6,310,471,892","801,788",드라마,15세이상관람가,일반영화
143,리얼 스틸,숀 레비,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-12,개봉영화,장편,미국,603,"26,566,677,000","3,579,666","8,578,776,500","1,090,591",액션,12세이상관람가,일반영화
144,신의 한 수,조범구,"(주)메이스엔터테인먼트,(주)아지트필름",,(주)쇼박스,2014-07-03,개봉영화,장편,한국,794,"28,777,712,256","3,562,123","8,104,315,156","965,372",범죄,청소년관람불가,일반영화
145,코코,리 언크리치,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-01-11,개봉영화,장편,미국,"1,177","27,685,479,440","3,510,017","8,547,812,240","1,024,250",애니메이션,전체관람가,일반영화
146,부러진 화살,정지영,(주)아우라픽처스,,(주)넥스트엔터테인먼트월드(NEW),2012-01-18,개봉영화,장편,한국,453,"25,878,110,500","3,450,941","7,619,815,000","972,059",드라마,15세이상관람가,일반영화
147,끝까지 간다,김성훈,"(주)에이디사공육,(주)다세포클럽",,(주)쇼박스,2014-05-29,개봉영화,장편,한국,645,"27,006,007,900","3,450,143","7,567,987,400","927,324",액션,15세이상관람가,일반영화
148,비긴 어게인,존 카니,,판씨네마(주),판씨네마(주),2014-08-13,개봉영화,장편,미국,213,"27,096,673,061","3,427,464","10,856,208,161","1,324,469",멜로/로맨스,15세이상관람가,독립/예술영화
149,스파이,이승준,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2013-09-05,개봉영화,장편,한국,785,"24,436,429,305","3,423,920","5,483,475,805","733,029",액션,15세이상관람가,일반영화
150,그것만이 내 세상,최성현,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2018-01-17,개봉영화,장편,한국,862,"27,441,213,382","3,417,629","6,258,257,482","759,455",코미디,12세이상관람가,일반영화
151,이끼,강우석,"(주)시네마서비스,㈜렛츠필름,(주)시네마서비스글로벌",,씨제이엔터테인먼트,2010-07-14,개봉영화,장편,한국,736,"25,856,306,126","3,408,144","8,251,736,000","1,044,532",드라마,청소년관람불가,일반영화
152,토이 스토리 4,조시 쿨리,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-06-20,개봉영화,장편,미국,"1,336","28,757,726,040","3,399,913","9,071,405,870","1,009,214",애니메이션,전체관람가,일반영화
153,돈,박누리,"(주)사나이픽처스,(주)영화사 월광",,(주)쇼박스,2019-03-20,개봉영화,장편,한국,"1,431","28,869,614,062","3,389,035","7,287,586,982","833,513",범죄,15세이상관람가,일반영화
154,포화속으로,이재한,"(주)태원엔터테인먼트,(주)유비유필름,(주)에이치 플러스",,롯데쇼핑㈜롯데엔터테인먼트,2010-06-16,개봉영화,장편,한국,736,"24,217,600,897","3,385,706","6,203,066,000","822,965",드라마,12세이상관람가,일반영화
155,맨 인 블랙 3,배리 소넨필드,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-05-24,개봉영화,장편,미국,770,"27,301,520,070","3,379,762","9,258,393,070","1,068,672",액션,12세이상관람가,일반영화
156,어바웃 타임,리차드 커티스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-12-05,개봉영화,장편,영국,568,"24,867,023,000","3,375,735","10,488,833,000","1,368,822",멜로/로맨스,15세이상관람가,일반영화
157,악인전,이원태,(주)비에이엔터테인먼트,,"(주)에이스메이커무비웍스,(주)키위미디어그룹",2019-05-15,개봉영화,장편,한국,"1,307","29,128,292,150","3,364,079","6,407,047,240","722,563",범죄,청소년관람불가,일반영화
158,슈퍼배드 3,"피에르 꼬팽,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-07-26,개봉영화,장편,미국,"1,057","24,216,987,019","3,324,861","5,558,252,919","723,552",애니메이션,전체관람가,일반영화
159,데드풀,팀 밀러,,이십세기폭스코리아(주),"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",2016-02-17,개봉영화,장편,미국,"1,036","27,595,618,651","3,317,196","9,150,924,002","1,062,535",액션,청소년관람불가,일반영화
160,아이 캔 스피크,김현석,"주식회사 영화사 시선,(주)명필름",,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",2017-09-21,개봉영화,장편,한국,"1,140","25,532,214,986","3,280,243","6,409,220,686","796,658",코미디,12세이상관람가,일반영화
161,스타워즈: 깨어난 포스,J.J. 에이브럼스,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-12-17,개봉영화,장편,미국,940,"28,353,796,331","3,273,879","9,631,617,574","1,047,074",액션,12세이상관람가,일반영화
162,분노의 질주: 더 세븐,제임스 완,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-04-01,개봉영화,장편,미국,983,"26,449,334,694","3,247,558","7,328,474,894","864,171",액션,15세이상관람가,일반영화
163,터미네이터 제니시스,앨런 테일러,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2015-07-02,개봉영화,장편,미국,"1,113","26,546,725,129","3,239,371","7,364,611,329","852,065",액션,15세이상관람가,일반영화
164,그래비티,알폰소 쿠아론,,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)","주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",2013-10-17,개봉영화,장편,미국,636,"31,484,135,600","3,227,452","14,128,973,600","1,311,034",SF,12세이상관람가,일반영화
165,마녀,박훈정,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",,워너브러더스 코리아(주),2018-06-27,개봉영화,장편,한국,"1,117","27,242,029,463","3,189,091","6,459,959,863","732,154",미스터리,15세이상관람가,일반영화
166,탐정: 리턴즈,이언희,(주)크리픽쳐스,,씨제이이앤엠(주),2018-06-13,개봉영화,장편,한국,"1,041","26,865,721,678","3,148,038","5,989,673,378","680,077",코미디,15세이상관람가,일반영화
167,캐리비안의 해적: 낯선 조류,롭 마샬,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-05-19,개봉영화,장편,미국,960,"27,279,967,500","3,130,046","8,991,119,500","977,452",액션,12세이상관람가,일반영화
168,퀵,조범구,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2011-07-20,개봉영화,장편,한국,512,"22,960,890,000","3,125,069","5,353,417,500","692,405",코미디,15세이상관람가,일반영화
169,감기,김성수,"아이러브시네마,(주)아이필름홀딩스,씨제이이앤엠(주)",,아이러브시네마,2013-08-14,개봉영화,장편,한국,806,"21,784,202,000","3,119,023","4,692,878,000","638,882",드라마,15세이상관람가,일반영화
170,나우 유 씨 미 2,존 추,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-07-13,개봉영화,장편,미국,"1,200","25,116,690,113","3,100,113","7,162,588,413","850,601",범죄,12세이상관람가,일반영화
