순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,장르,등급,영화구분,screens,total_viewer,directors,main_actor_list,ntz_score_list,ntz_count_list,running_time_list
9360,미래전쟁,아담 베일리,,(주)케이알씨지,(주)케이알씨지,2017-06-20,개봉영화,장편,미국,SF,15세이상관람가,일반영화,1,1,아담 베일리,"리차드 해클, 토미 마틴",1.0,1,95
9373,미션 이스탄불3: 더 리벤지,크리스티앙 알바트,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2018-08-15,개봉영화,장편,독일,범죄,15세이상관람가,일반영화,1,1,크리스티앙 알바트,"틸 슈바이거, 파리 야르딤",5.5,16,93
9374,미션 이스탄불4: 익스트림 데이,크리스티앙 알바트,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2019-01-15,개봉영화,장편,독일,액션,15세이상관람가,일반영화,1,1,크리스티앙 알바트,"틸 슈바이거, 파리 야르딤, 루나 슈바이거",-,-,94
9375,미션 이스탄불5: 더 파이널,크리스티앙 알바트,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2019-01-15,개봉영화,장편,독일,액션,15세이상관람가,일반영화,1,1,크리스티앙 알바트,"틸 슈바이거, 파리 야르딤, 루나 슈바이거",-,-,94
9378,미스파이어,R. 엘리스 프레이저,,모비딕엔터테인먼트(주),모비딕엔터테인먼트(주),2017-07-27,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,R. 엘리스 프레이저,"게리 다니엘스, 바네사 바스케즈",-,-,88
9379,미싱 윌리엄,켄 맥래,,페어팍스인터내셔날(주),페어팍스인터내셔날(주),2014-12-29,개봉영화,장편,미국,드라마,12세이상관람가,일반영화,1,1,켄 맥래,"브랜든 루스, 코트니 포드",9.25,4,90
9385,미이라 리턴즈,저스틴 프라이스,,BX 픽쳐스,BX 픽쳐스,2019-09-04,개봉영화,장편,미국,액션,12세이상관람가,일반영화,1,1,저스틴 프라이스,"데이빗.E 카자레스, 디에나 그레이스 콩고",2.79,68,71
9386,미이라: 악령의 부활,댄 알렌,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-04-17,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,댄 알렌,베카 히라니,-,-,80
9448,바이러스 격리 구역,필립 매시제윅,,스크린조이,스크린조이,2016-03-17,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,필립 매시제윅,"보 린튼, 유지니아 쿠즈미나, 아드리안 부",7.35,102,75
9450,바이킹 레거시,"빅터 마워,톰 바커",,주식회사 풍경소리,주식회사 풍경소리,2017-02-20,개봉영화,장편,영국,액션,15세이상관람가,일반영화,1,1,빅터 마워,"제임스 윌리엄 쿡, 홀리 버로우즈, 줄리안 시거",3.56,16,80
9451,바이킹 워,루이자 워렌,,,,2019-10-15,개봉영화,장편,영국,전쟁,,일반영화,1,1,루이자 워렌,다시 링컨,4.0,12,103
9452,바이킹: 라스트 윗치 워,,,(유)조이앤시네마,(유)조이앤시네마,2017-12-06,개봉영화,장편,영국,액션,15세이상관람가,일반영화,1,1,,"솔 헤라스, 더글러스 러셀",-,-,93
9486,배틀크릭,앨리슨 이스트우드,,제인앤유,제인앤유,2018-07-06,개봉영화,장편,미국,드라마,15세이상관람가,일반영화,1,1,앨리슨 이스트우드,"폴라 맬콤슨, 빌 스카스가드, 클레어 반 더 붐",-,-,100
9489,백트레이스,브라이언 A 밀러,,주식회사 풍경소리,주식회사 풍경소리,2019-07-30,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,브라이언 A 밀러,"실베스터 스탤론, 라이언 구즈먼, 매튜 모딘",-,-,87
9500,베스테르플라테 전투,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2019-11-28,개봉영화,장편,폴란드,드라마,12세이상관람가,일반영화,1,1,,미샬 제브로브스키,4.67,3,116
9501,베어풋,앤드류 플레밍,,세도나아이(주),세도나아이(주),2016-07-21,개봉영화,장편,미국,드라마,15세이상관람가,일반영화,1,1,앤드류 플레밍,"에반 레이첼 우드, 스코트 스피드먼, J.K. 시몬스",7.84,37,89
9528,보물이 사라졌다,필립 매시제윅,,(주)퍼스트런,(주)퍼스트런,2018-05-23,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,필립 매시제윅,"마틴 샌탠더, 알렉스 스터먼, 아니타 마리 커랜",4.5,2,75
9542,볼케이노 2017,제임스 콘델릭,,(주)케이알씨지,(주)케이알씨지,2017-09-25,개봉영화,장편,미국,SF,15세이상관람가,일반영화,1,1,제임스 콘델릭,"딘 케인, 로빈 기븐스",-,-,91
9578,분노의 건샷,힐러리안 뱅크스,,(주)케이알씨지,(주)케이알씨지,2016-12-14,개봉영화,장편,미국,범죄,15세이상관람가,일반영화,1,1,힐러리안 뱅크스,"제임스 와일더, 조아큄 드 알메이다, 레베카 메이 파머",-,-,89
9579,분노의 레이싱 질주,콜 S. 맥케이,,스크린조이,스크린조이,2016-01-21,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,콜 S. 맥케이,재즈 마틴,3.75,4,92
9580,분노의 위치 헌터,스와미 M. 칸단,,(주)케이알씨지,(주)케이알씨지,2017-04-11,개봉영화,장편,미국,스릴러,15세이상관람가,일반영화,1,1,스와미 M. 칸단,"알리 포크너, 조나단 베넷",1.33,3,89
9641,브레이크,오츠루 키탄,,(주)영진크리에이티브,(주)영진크리에이티브,2017-05-31,개봉영화,장편,일본,액션,15세이상관람가,일반영화,1,1,오츠루 키탄,오카다 료스케,-,-,71
9647,블랙옵스 vs 좀비닌자,로디 클로드,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-04-13,개봉영화,장편,호주,액션,15세이상관람가,일반영화,1,1,로디 클로드,"아담 T 퍼킨스, 코룸 엘리스, 레베카 샬롱",4.33,9,92
9648,블랙홀,마크 스티븐 그로브,,주식회사 루믹스미디어,주식회사 루믹스미디어,2015-11-26,개봉영화,장편,미국,SF,12세이상관람가,일반영화,1,1,마크 스티븐 그로브,나탈리 디스틀러,5.26,80,111
9651,블러드 서커스,제이콥 쿠니,,모비딕엔터테인먼트(주),모비딕엔터테인먼트(주),2017-12-14,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,제이콥 쿠니,"톰 시즈모어, 로버트 라사르도",-,-,87
9653,블러드 앤 초콜렛,카챠 본 가르니에,베릭,(주)누리픽쳐스,(주)누리픽쳐스,2010-06-10,개봉영화,장편,루마니아,공포(호러),15세이상관람가,일반영화,1,1,카챠 본 가르니에,"아그네스 브루크너, 휴 댄시",3.96,73,98
9660,비마나 미스터리,다니엘 미릭,,(주)시네마천국,(유)영화사 화수분,2017-07-27,개봉영화,장편,모로코,SF,15세이상관람가,일반영화,1,1,다니엘 미릭,"요나스 볼, 매튜 R. 앤더슨, 존 후어타스",-,-,90
9674,비트윈 어스,단 미르비쉬,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2016-02-25,개봉영화,장편,미국,드라마,15세이상관람가,일반영화,1,1,단 미르비쉬,"줄리아 스타일스, 멜리사 조지, 타이 딕스",7.42,12,90
9676,빅 브라더,,,㈜코리아스크린,㈜코리아스크린,2019-08-01,개봉영화,장편,홍콩,액션,15세이상관람가,일반영화,1,1,,"만자량, 오가려, 이려진",-,-,90
9677,빅 스카이,호르헤 미첼 그라우,,(주)스마일이엔티,(주)스마일이엔티,2016-10-13,개봉영화,장편,미국,스릴러,15세이상관람가,일반영화,1,1,호르헤 미첼 그라우,"벨라 손, 카이라 세드윅, 프랭크 그릴로",-,-,90
9679,빈야드: 레드 와인의 저주,제임스 캐츠,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2016-10-12,개봉영화,장편,칠레,판타지,15세이상관람가,일반영화,1,1,제임스 캐츠,에이슬린 델베즈,-,-,105
9707,사랑과 영혼 2016,제임스 콕스,,(주)케이알씨지,(주)케이알씨지,2016-03-02,개봉영화,장편,미국,코미디,15세이상관람가,일반영화,1,1,제임스 콕스,"라이언 필립, 안나 파킨, 루크 윌슨",-,-,88
9717,사스카치 빅풋,,,(유)조이앤시네마,(유)조이앤시네마,2019-05-02,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,,"자크 걸리건, 제이미 보지언",0.0,0,93
9720,사이드 이펙트,"안드레아스 클리멘트,안드레 헤데토프트",,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2018-07-03,개봉영화,장편,스웨덴,SF,15세이상관람가,일반영화,1,1,안드레아스 클리멘트,"리카르드 비요크, 에밀리아 한손, 라파엘 페테르슨",1.5,4,92
9721,사이드트랙크드,알바로 페르난데즈 아메로,,(주)모멘텀엔터테인먼트,(주)모멘텀엔터테인먼트,2017-02-12,개봉영화,장편,스페인,드라마,15세이상관람가,일반영화,1,1,알바로 페르난데즈 아메로,"라울 아레발로, 인마 케스타",-,-,104
9722,사이몬과 타카시,오다 마나부,,제인앤유,제인앤유,2019-05-07,개봉영화,장편,일본,코미디,15세이상관람가,일반영화,1,1,오다 마나부,"사카모토 이츠키, 스가 켄타",10.0,1,84
9723,사이클로트론,올리비에 아슬랭,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2018-04-23,개봉영화,장편,캐나다,미스터리,12세이상관람가,일반영화,1,1,올리비에 아슬랭,"폴 아마라니, 루시 플루엣, 마크 안토니 크루파",-,-,96
9748,사탄의 인형: 상속 받은 저주,,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-12-12,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,,"토머스 도니, 디 월리스",4.33,3,85
9754,살인게임 79,필립 매시제윅,,(주)케이알씨지,(주)케이알씨지,2016-01-21,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,필립 매시제윅,"조나단 로젠탈, 크리스틴 스프링겟, 보 린튼",2.64,14,81
9757,살인의 기억법,,,(주)컴퍼니엘,(주)컴퍼니엘,2017-07-06,개봉영화,장편,미국,기타,15세이상관람가,일반영화,1,1,,"마이클 아이언사이드, 폴 스튜어트, 스티븐 마이클 쿠에자다",-,-,88
9771,새벽 세시 : 잠들지 못한 자의 이야기,"이사라 나디,키라티 나킨타논,푸티퐁 사이시깨우",,주식회사 마운틴픽쳐스,주식회사 마운틴픽쳐스,2015-09-24,개봉영화,장편,태국,공포(호러),15세이상관람가,일반영화,1,1,이사라 나디,"신자이 플렝파닛, 수파나트 기타리라, 레이 맥도널드",-,-,105
9772,새벽의 저주: 좀비랜드,글렌 밀러,,(주)케이알씨지,(주)케이알씨지,2017-10-25,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,글렌 밀러,"이온 버틀러, 앤드류 아스퍼, 라라 네스토르",2.95,63,85
9848,샌드 샤크,,,(유)조이앤시네마,(유)조이앤시네마,2017-12-27,개봉영화,장편,미국,스릴러,15세이상관람가,일반영화,1,1,,"코린 네멕, 브룩 호건, 바네사 에비건",-,-,91
9852,샤크네이도 스톰,안소니 C. 페란트,,(유)조이앤시네마,(유)조이앤시네마,2018-02-15,개봉영화,장편,미국,스릴러,15세이상관람가,일반영화,1,1,안소니 C. 페란트,"이안 지어링, 타라 레이드",5.29,35,92
9853,샤크스톰 2 : 샤크네이도,안소니 C. 페란트,,(주)케이알씨지,(주)케이알씨지,2016-04-14,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,안소니 C. 페란트,"이안 지어링, 타라 레이드, 비비카 A. 폭스",5.67,30,95
9854,샤크프렌지,호세 몬테시노스,,주식회사 루믹스미디어,주식회사 루믹스미디어,2019-07-18,개봉영화,장편,미국,액션,12세이상관람가,일반영화,1,1,호세 몬테시노스,"오브리 레이놀즈, 지나 비토리",-,-,84
9935,셜록: 죽음의 덫,그레이엄 데이크스튼,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2016-07-14,개봉영화,장편,미국,범죄,15세이상관람가,일반영화,1,1,그레이엄 데이크스튼,"제임스 다시, 로저 모리지",4.08,25,89
9936,셜록홈즈-비밀의 열쇠,레이첼 골덴버그,,(주)케이알씨지,(주)케이알씨지,2015-11-19,개봉영화,장편,미국,미스터리,12세이상관람가,일반영화,1,1,레이첼 골덴버그,"벤 사이더, 가레스 데이비드 로이드",3.25,4,89
9937,소림사 무림 탐정-대흥도방,해도,,(주)케이알씨지,(주)케이알씨지,2015-11-12,개봉영화,장편,중국,액션,15세이상관람가,일반영화,1,1,해도,"한삭, 이미혜, 유관성",4.43,7,89
9938,소림사 : 무림 절대고수,해도,,(주)케이알씨지,(주)케이알씨지,2015-11-12,개봉영화,장편,중국,액션,15세이상관람가,일반영화,1,1,해도,"한삭, 이미혜, 유관성",5.22,23,89
9952,수라의 길,츠보이 에이지,,퍼즐컷,(주)액티버스엔터테인먼트,2015-04-30,개봉영화,장편,일본,드라마,15세이상관람가,일반영화,1,1,츠보이 에이지,"오쿠다 에이지, 오자와 히토시",-,-,93
9961,수호지-무림호걸 이운,류신의,,주식회사 루믹스미디어,주식회사 루믹스미디어,2015-10-15,개봉영화,장편,중국,액션,15세이상관람가,일반영화,1,1,류신의,"양균승, 경의, 장덕휘",7.82,22,96
9979,숲속의 마녀들,조던 베이커,,제인앤유,제인앤유,2019-08-14,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,조던 베이커,해나 카설카,-,-,90
9981,슈퍼 밥,존 드레버,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2016-08-11,개봉영화,장편,영국,액션,12세이상관람가,일반영화,1,1,존 드레버,"브렛 골드스타인, 나탈리아 테나, 캐서린 테이트",5.5,22,82
9983,슈퍼히어로 어벤져,제레미 M. 인맨,,(주)케이알씨지,(주)케이알씨지,2015-11-12,개봉영화,장편,미국,액션,12세이상관람가,일반영화,1,1,제레미 M. 인맨,"캐스퍼 반 디엔, 로렌 파킨슨, 루 페리그노",6.48,40,85
9984,스노우 비스트,브라이언 브로우,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-09-28,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,0,1,브라이언 브로우,"존 슈나이더, 제이슨 런던",3.0,10,90
10012,스코어 투 셔틀,숀 쿠,,(주)영화사 안다미로,(주)영화사 안다미로,2019-12-05,개봉영화,장편,미국,스릴러,15세이상관람가,일반영화,1,1,숀 쿠,"니콜라스 케이지, 벤자민 브랫",-,-,104
10016,스탠딩 업,D.J. 카루소,,(주)블루브릭,(주)블루브릭,2015-09-24,개봉영화,장편,미국,가족,12세이상관람가,일반영화,1,1,D.J. 카루소,"챈들러 캔터버리, 애너리즈 바쏘, 라다 미첼",8.73,49,93
10025,스티븐 시걸의 제네럴 커맨더,"로스 W. 클락슨,필리페 마르티네즈",,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-09-26,개봉영화,장편,미국,범죄,15세이상관람가,일반영화,1,1,로스 W. 클락슨,스티븐 시걸,-,-,85
10026,스티븐 시걸의 테이큰 파이널,마티외 웨슐러,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-07-10,개봉영화,장편,홍콩,액션,15세이상관람가,일반영화,1,1,마티외 웨슐러,스티븐 시걸,-,-,85
10027,스틸 리메인즈,조쉬 멘도자,,(주)영화사 안다미로,(주)영화사 안다미로,2018-05-11,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,조쉬 멘도자,"루루 안타릭사, 콜린 오도노휴",-,-,91
10028,스파이 서바이버 무삭제판,제임스 맥티그,,(주)드림팩트엔터테인먼트,(주)드림팩트엔터테인먼트,2016-11-24,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,제임스 맥티그,"밀라 요보비치, 피어스 브로스넌",6.27,86,90
10030,스페니쉬 어페어,에밀리오 마르티네즈 라자로,,(주)모멘텀엔터테인먼트,(주)모멘텀엔터테인먼트,2017-03-22,개봉영화,장편,스페인,코미디,15세이상관람가,일반영화,1,1,에밀리오 마르티네즈 라자로,"클라라 라고, 다니 로비라",-,-,99
10031,스페셜 솔져,"브랜도 베네통,마리엘 우즈",,주식회사 풍경소리,주식회사 풍경소리,2019-10-16,개봉영화,장편,미국,전쟁,15세이상관람가,일반영화,1,1,브랜도 베네통,"스펜서 트리트 클락, 딜란 베이커",7.33,6,92
10033,스페이스 인커밍,에릭 자라고자,,라온아이(주),라온아이(주),2019-01-10,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,에릭 자라고자,스콧 앳킨스,-,-,90
10038,시니스터 스쿼드,제레미 M. 인맨,,(주)케이알씨지,(주)케이알씨지,2018-12-16,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,제레미 M. 인맨,"조니 레이 디아즈, 크리스티나 리치아르디",0.0,0,90
10039,시럽,아람 라파포트,,(주)티에스앤컴퍼니,(주)티에스앤컴퍼니,2015-10-15,개봉영화,장편,미국,코미디,15세이상관람가,일반영화,1,1,아람 라파포트,"엠버 허드, 실로 페르난데즈, 켈란 루츠",7.0,62,90
