순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,장르,등급,영화구분,screens,total_viewer,directors,main_actor_list,ntz_score_list,ntz_count_list,running_time_list
8399,게임의 규칙,가오 시시,,(주)컴퍼니엘,(주)컴퍼니엘,2017-06-01,개봉영화,장편,중국,액션,15세이상관람가,일반영화,1,1,가오 시시,"하윤동, 타오, 추자현",-,-,116
8416,고스트 오브 컨저링,호세 프렌데스,,(주)케이알씨지,(주)케이알씨지,2016-04-28,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,호세 프렌데스,"알렉스 아레오, 아리엘 브래치펠드, 스테파니 그레코",-,-,89
8428,공포극장:절규편,타케시 소네,,(주)영진크리에이티브,(주)영진크리에이티브,2017-10-13,개봉영화,장편,일본,공포(호러),15세이상관람가,일반영화,1,1,타케시 소네,코하라 하루카,5.71,7,75
8429,공포의 묘지: 망자의 저주,,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-12-23,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,,"제시카 오툴, 데이비드 코터, 리타 시디퀴",0.0,0,99
8473,굿 파이터,리비 쳉,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-06-21,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,리비 쳉,"켄 쳉, 리비 쳉, 니키타 브렌즈니코브",-,-,85
8474,굿바이 뉴욕,"대런 그로드스키,대니 제이콥스",,(주)나우콘텐츠,(주)나우콘텐츠,2016-09-29,개봉영화,장편,미국,드라마,15세이상관람가,일반영화,1,1,대런 그로드스키,"아담 브로디, 와이어트 센낙, 대니 제이콥스",-,-,90
8484,그것: 광대의 저주,아론 머티스,,제인앤유,제인앤유,2018-04-18,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,아론 머티스,"아론 미르테스, 버트 컬버",2.82,131,80
8495,그녀의 섹시라이프,마이클 우리,,(주)케이알씨지,(주)케이알씨지,2016-02-25,개봉영화,장편,미국,코미디,15세이상관람가,일반영화,1,1,마이클 우리,"핼리 페이퍼, 라이언 스판, 벤 스틸러",-,-,96
8504,그들만의 섹스매치,"안드레 고든,데일 파브리가",,(주)케이알씨지,(주)케이알씨지,2017-07-04,개봉영화,장편,미국,스릴러,15세이상관람가,일반영화,1,1,안드레 고든,"데이비드 코에너, 스테파니 드라퓨",-,-,78
8506,그레이브 하우스,안톤 시규르드손,,(유)조이앤시네마,(유)조이앤시네마,2019-03-24,개봉영화,장편,아이슬란드,공포(호러),15세이상관람가,일반영화,1,1,안톤 시규르드손,"비욘 흘리뉘르 하랄드손, 엘바 마리아 비르기스도티르, 마르그레트 아스타",4.5,2,82
8507,그레이트 파이트,쉐리 카욱,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-10-30,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,쉐리 카욱,"프랭크 지글리오, 미구엘 자킨-모어랜드",5.43,7,80
8515,그림자 킬러,앤드류 루모어,,라온아이(주),라온아이(주),2019-01-17,개봉영화,장편,미국,스릴러,15세이상관람가,일반영화,1,1,앤드류 루모어,알란 헌팅턴,8.0,1,84
8528,글래디에이터: 더 토너먼트,스테파노 밀라,,(주)소나무픽쳐스,(주)소나무픽쳐스,2017-02-28,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,스테파노 밀라,"그렉 챈들러 매니스, 칼레티 윌리엄스",6.62,37,87
8540,기묘한 이야기들: 더 포탈,,,주식회사 레드아이스,주식회사 레드아이스,2019-01-25,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,,줄스 브러프,-,-,75
8543,기적의 피아노,드미트리어스 나바로,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-10-23,개봉영화,장편,미국,가족,전체관람가,일반영화,1,1,드미트리어스 나바로,"유예은, 박정순, 유장주",9.28,144,80
8569,나노 테러리즘 - CIA 비밀요원,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-11-08,개봉영화,장편,미국,SF,15세이상관람가,일반영화,1,1,,"제임스 프레인, 다이아나 애그론, 앤디 가르시아",10.0,1,102
8589,나쁜놈은 죽는다 무삭제 특별판,손호,"(주)케이알씨지,(유)조이앤시네마",,"TCO(주)더콘텐츠온,(주)케이알씨지",2016-07-21,개봉영화,장편,중국,코미디,15세이상관람가,일반영화,1,1,손호,"손예진, 진백림, 신현준",3.25,483,104
8603,나홀로 크리스마스,조셉 J. 로손,,(주)케이알씨지,(주)케이알씨지,2016-12-08,개봉영화,장편,미국,코미디,12세이상관람가,일반영화,1,1,조셉 J. 로손,"데이비스 클리브랜드, 킴 리틀, 제레미 마샤",4.17,29,87
8712,내 생애 최악의 데이트,배리 폴락,,주식회사 루믹스미디어,주식회사 루믹스미디어,2015-12-24,개봉영화,장편,미국,코미디,15세이상관람가,일반영화,1,1,배리 폴락,"쉐리아 하트, 리아 휴브너, 에릭 로버츠",8.89,19,95
8815,네 얼간이와 장례식,마크 램프렐,,㈜코리아스크린,㈜코리아스크린,2018-10-04,개봉영화,장편,호주,코미디,15세이상관람가,일반영화,1,1,마크 램프렐,"데이커 몽고메리, 자비에르 사무엘, 크리스 마셜",-,-,92
8819,네시 앤 미,짐 위노스키,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-10-12,개봉영화,장편,미국,드라마,전체관람가,일반영화,1,1,짐 위노스키,"존 헨리 리차드슨, 제라드 포웰스",7.5,2,90
8820,네이비씰: 어둠의 전쟁,마크 C. 앤드류스,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-01-12,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,마크 C. 앤드류스,"제레미 데이비스, 켄 갬블, 잭 맥고원",3.92,24,92
8822,넥스트 제네레이션 패트레이버 6,오시이 마모루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-06-11,개봉영화,장편,일본,액션,12세이상관람가,일반영화,1,1,오시이 마모루,"마노 에리나, 후쿠시 세이지, 카케이 토시오",-,-,92
8849,논스톱 투 헬,롭 팔라티나,,(유)조이앤시네마,(유)조이앤시네마,2019-02-28,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,롭 팔라티나,"리즈 패닝, 조시 로셋",-,-,89
8871,뉴저지 사이코킬러,,,주식회사 레드아이스,주식회사 레드아이스,2018-02-10,개봉영화,장편,미국,,15세이상관람가,일반영화,1,1,,키스 콜린스,-,-,75
8874,늑대소녀,자레드 콘,,(주)케이알씨지,(주)케이알씨지,2017-09-08,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,자레드 콘,"에릭 벌포, 비앙카 산토스, 마리나 설티스",-,-,88
8892,다빈치 트레져,피터 머비스,,(주)케이알씨지,(주)케이알씨지,2016-12-29,개봉영화,장편,미국,어드벤처,15세이상관람가,일반영화,1,1,피터 머비스,"C. 토마스 하우엘, 랜스 헨릭슨, 니콜 셔윈",-,-,91
8894,다이노소어 월드,"제임스 콘델릭,존 콘델릭",,(주)케이알씨지,(주)케이알씨지,2019-04-25,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,제임스 콘델릭,조나단 네이션,2.75,28,77
8897,다크 리플렉션,트리스탄 로레인,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-10-18,개봉영화,장편,영국,드라마,12세이상관람가,일반영화,1,1,트리스탄 로레인,"조지나 서트클리프, 리타 램나니, 마크 다이몬드",-,-,102
8899,다크 타이드,존 스톡웰,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2015-12-05,개봉영화,장편,미국,어드벤처,12세이상관람가,일반영화,1,1,존 스톡웰,"할리 베리, 올리비에 마르티네즈, 랠프 브라운",-,-,114
8932,대사건,두기봉,,(주)시네마천국,(유)영화사 화수분,2016-09-29,개봉영화,장편,홍콩,액션,15세이상관람가,일반영화,1,1,두기봉,"임현제, 진혜림, 장가휘",6.22,18,90
8935,대지진: 엔드 오브 더 월드,맥시밀리언 엘펠트,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-05-01,개봉영화,장편,미국,어드벤처,15세이상관람가,일반영화,1,1,맥시밀리언 엘펠트,제이 캐슬,-,-,88
8936,대탈주: 디비전 19,S.A. 헤일우드,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-07-25,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,S.A. 헤일우드,"앨리슨 두디, 로테 베르빅, 라이너스 로체",-,-,94
8938,더 넌: 수녀의 저주,아론 머티스,,제인앤유,제인앤유,2018-11-03,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,아론 머티스,레이시 하트젤,-,-,80
8939,더 데이: 최후의 심판,조엘 노보아,,(주)엔케이컨텐츠,(주)엔케이컨텐츠,2017-05-16,개봉영화,장편,미국,SF,15세이상관람가,일반영화,1,1,조엘 노보아,"잭슨 허스트, 히더 맥콤, 제이 제이 워렌",-,-,86
8945,더 바인딩,,,주식회사 레드아이스,주식회사 레드아이스,2017-11-15,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,,카림 살레,-,-,20
8946,더 배드 넌,스콧 제프리,,(유)조이앤시네마,(유)조이앤시네마,2019-01-17,개봉영화,장편,영국,공포(호러),15세이상관람가,일반영화,1,1,스콧 제프리,"베카 히라니, 루시 차펠",-,-,94
8947,더 베일,브렌트 라이언 그린,,(주)퍼스트런,(주)퍼스트런,2017-05-19,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,브렌트 라이언 그린,"윌리엄 레비, 윌리암 모즐리, 세린다 스완",2.6,5,86
8949,더 와처스: 라스트 히어로,아르툠 악세넨코,,(주)퍼스트런,(주)퍼스트런,2017-04-28,개봉영화,장편,러시아,범죄,15세이상관람가,일반영화,1,1,아르툠 악세넨코,"알렉산드라 보르티취, 일리야 말라닌, 데니스 쉬베도프",5.5,2,76
8950,더 와처스: 방콕,아르툠 악세넨코,,(주)퍼스트런,(주)퍼스트런,2017-05-15,개봉영화,장편,러시아,범죄,15세이상관람가,일반영화,1,1,아르툠 악세넨코,"알렉산드라 보르티취, 일리야 말라닌, 데니스 쉬베도프",-,-,84
8951,더 와처스: 비기닝,아르툠 악세넨코,,(주)퍼스트런,(주)퍼스트런,2017-03-31,개봉영화,장편,러시아,범죄,15세이상관람가,일반영화,1,1,아르툠 악세넨코,"알렉산드라 보르티취, 일리야 말라닌, 데니스 쉬베도프",5.5,26,90
8952,더 와처스: 잭 팟,아르툠 악세넨코,,(주)퍼스트런,(주)퍼스트런,2017-04-17,개봉영화,장편,러시아,범죄,15세이상관람가,일반영화,1,1,아르툠 악세넨코,"알렉산드라 보르티취, 일리야 말라닌, 데니스 쉬베도프",7.0,1,81
8954,더 정글,앤드류 트라우키,,제인앤유,제인앤유,2017-01-11,개봉영화,장편,호주,스릴러,15세이상관람가,일반영화,1,1,앤드류 트라우키,"루퍼트 레이드, 아고스 위자야 수자로",-,-,84
8958,더 파이터,세오 무타레빅,,(주)엘케이픽쳐스,(주)엘케이픽쳐스,2019-04-04,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,세오 무타레빅,케빈 번하드트,-,-,95
8959,더 프로디지,"알렉스 호게이,브라이언 비달",,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-08-14,개봉영화,장편,미국,스릴러,15세이상관람가,일반영화,1,1,알렉스 호게이,"사반나 라일스, 리처드 닐, 에밀리오 팔람",-,-,78
8968,데드 바이 데이라이트,닐스 테일러,,레이크엔터테인먼트,레이크엔터테인먼트,2019-09-04,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,닐스 테일러,"레이샤 헤일리, 캐리 핑클레아, 사라 모넬",-,-,83
8972,데드 웨스트,,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-09-07,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,,"제이센 웨이드, 안젤리카 셀라야, 샤논 위리",-,-,93
8973,데드 트리거,스콧 윈드하우저,,제인앤유,제인앤유,2018-12-14,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,스콧 윈드하우저,돌프 룬드그렌,3.55,11,91
8974,데들리 스토커,조지아 리,,라온아이(주),라온아이(주),2019-01-24,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,조지아 리,제이크 로켓,0.0,0,85
8975,데모닉 : 죽은 자의 부활,마이클 크럼,,(유)조이앤시네마,(유)조이앤시네마,2018-08-25,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,마이클 크럼,조슈아 윈치,-,-,84
8976,데몬 헌터,조 카바나,,(주)퍼스트런,(주)퍼스트런,2017-07-27,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,조 카바나,"니암 호건, 애런 탤벗, 케빈 오맬리",1.33,3,85
8978,데미갓 워즈,,,주식회사 레드아이스,주식회사 레드아이스,2019-01-25,개봉영화,장편,미국,액션,12세이상관람가,일반영화,1,1,,"에릭 로버츠, 톰 시즈모어, 빌 오버스트 주니어",-,-,92
8981,데빌스 노트,아톰 에고이안,,(주)누리픽쳐스,(주)누리픽쳐스,2014-12-04,개봉영화,장편,미국,범죄,15세이상관람가,일반영화,1,1,아톰 에고이안,"콜린 퍼스, 리즈 위더스푼, 데인 드한",-,-,114
8984,데스 트랩:사신의 법칙,요코야마 카즈히로,,(주)영진크리에이티브,(주)영진크리에이티브,2017-07-07,개봉영화,장편,일본,공포(호러),15세이상관람가,일반영화,1,1,요코야마 카즈히로,오이카와 나오,0.0,0,77
8986,데스티네이션 콘트롤,다렌 폴 피셔,,(주)케이알씨지,(주)케이알씨지,2019-03-26,개봉영화,장편,영국,미스터리,15세이상관람가,일반영화,1,1,다렌 폴 피셔,"다니엘 프레이저, 데이빗 바네비, 리아 캐롤",10.0,2,105
8987,데이식스,바로 벤투리,,(주)티에스앤컴퍼니,(주)티에스앤컴퍼니,2015-05-28,개봉영화,장편,이탈리아,스릴러,15세이상관람가,일반영화,1,1,바로 벤투리,"마시모 포지오, 로라 글라반",-,-,107
8989,델리리움,조니 마틴,,(주)영화사 안다미로,(주)영화사 안다미로,2019-12-09,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,조니 마틴,"마이크 C. 매닝, 그리핀 프리먼, 어거스트 로즈",0.0,0,84
8991,도망자 2016,제이슨 모모아,,(주)케이알씨지,(주)케이알씨지,2017-01-05,개봉영화,장편,미국,범죄,15세이상관람가,일반영화,1,1,제이슨 모모아,"제이슨 모모아, 리사 보넷, 사라 샤이",-,-,90
9005,독고다이,이수성,(주)케이알씨지,,(주)케이알씨지,2019-06-18,개봉영화,장편,한국,드라마,15세이상관람가,일반영화,1,1,이수성,"이윤우, 송민경, 주원탁",4.19,182,77
9009,돌로레스,마이클 로젤,,(주)컴퍼니엘,(주)컴퍼니엘,2017-09-08,개봉영화,장편,독일,판타지,15세이상관람가,일반영화,1,1,마이클 로젤,"우도 쉔크, 프란치스카 페트리, 모나 페트리",-,-,90
9055,둠스데이 2018,닐 존슨,,(주)케이알씨지,(주)케이알씨지,2018-06-30,개봉영화,장편,영국,어드벤처,15세이상관람가,일반영화,1,1,닐 존슨,"대런 제이콥스, 트레이시 버드샐",1.15,13,95
9062,드라큘라 레전드,루페시 폴,,(주)케이알씨지,(주)케이알씨지,2016-05-19,개봉영화,장편,아랍에미리트연합국정부,공포(호러),15세이상관람가,일반영화,1,1,루페시 폴,"미치 포웰, 패트리시아 두아르테, 안나 버크홀더",2.25,8,93
9063,드래곤 기사단,사이먼 웰스,,주식회사 풍경소리,주식회사 풍경소리,2018-03-31,개봉영화,장편,영국,판타지,15세이상관람가,일반영화,1,1,사이먼 웰스,"로스 오헤네시, 벤 로이드-홈즈, 실비오 시맥",4.9,10,87
9064,드래곤 레저렉션,마크 앳킨스,,(주)케이알씨지,(주)케이알씨지,2015-11-26,개봉영화,장편,미국,액션,12세이상관람가,일반영화,1,1,마크 앳킨스,"마크 싱어, 브라이언 톰슨, 제이슨 코너리",-,-,88
9066,드래곤 파이터 P-51,마크 앳킨스,,(주)케이알씨지,(주)케이알씨지,2016-09-01,개봉영화,장편,미국,액션,12세이상관람가,일반영화,1,1,마크 앳킨스,"스콧 마틴, 스테파니 버랜",-,-,84
9067,드론: 미래전쟁,릭 로젠탈,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-09-07,개봉영화,장편,미국,전쟁,12세이상관람가,일반영화,1,1,릭 로젠탈,"맷 오리어리, 엘로이즈 멈포드",3.76,17,80
9076,디 아이즈,,,주식회사 레드아이스,주식회사 레드아이스,2018-06-15,개봉영화,장편,미국,범죄,15세이상관람가,일반영화,1,1,,"니콜라스 터터로, 빈센트 파스토레",-,-,95
9078,디노타샤 어드벤처,마크 앳킨스,,(유)조이앤시네마,(유)조이앤시네마,2018-03-07,개봉영화,장편,미국,코미디,전체관람가,일반영화,1,1,마크 앳킨스,"가브리엘 베넷, 앰버 패티노",-,-,85
9083,딥 스페이스: 외계접촉,데이빈 렝겔,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-08-28,개봉영화,장편,캐나다,SF,15세이상관람가,일반영화,1,1,데이빈 렝겔,"미카 콜린스, 타모 페니켓",-,-,73
9084,딥 임팩트 파이널,데이빗 호건,,스크린조이,스크린조이,2015-05-07,개봉영화,장편,캐나다,액션,12세이상관람가,일반영화,1,1,데이빗 호건,"로버트 네퍼, 줄리아 벤슨",-,-,91
9085,딥워터 엘리게이터,브랜다이스 베리,,(주)케이알씨지,(주)케이알씨지,2017-11-30,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,브랜다이스 베리,"조 랜도, 조 벨",-,-,84
9108,라스트 엘비스,아르만도 보,,(주)소나무픽쳐스,(주)소나무픽쳐스,2015-01-07,개봉영화,장편,아르헨티나,드라마,15세이상관람가,일반영화,1,1,아르만도 보,"존 맥키너니, 그리셀다 시실리아니, 마르가리타 로페스",7.09,122,92
9109,라이즈,맥 린돈,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-10-24,개봉영화,장편,호주,범죄,15세이상관람가,일반영화,1,1,맥 린돈,"나단 윌슨, 마틴 색스, 에린 코너",9.1,30,103
9116,랜드 오브 베어스,기욤 뱅상,,페어팍스인터내셔날(주),페어팍스인터내셔날(주),2014-12-22,개봉영화,장편,프랑스,다큐멘터리,전체관람가,일반영화,1,1,기욤 뱅상,마리옹 꼬띠아르,8.5,12,86
9121,러브인베를린,룰루 왕,,(주)블루브릭,(주)블루브릭,2015-12-17,개봉영화,장편,미국,코미디,12세이상관람가,일반영화,1,1,룰루 왕,"잭 휴스턴, 브릿 말링",-,-,94
9128,럼블,R. 엘리스 프레이저,,모비딕엔터테인먼트(주),모비딕엔터테인먼트(주),2017-08-22,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,R. 엘리스 프레이저,게리 다니엘스,8.11,9,92
9130,레드 바론,니콜라이 뮬러숀,,,(주)누리픽쳐스,2011-01-13,개봉영화,장편,독일,드라마,15세이상관람가,일반영화,1,1,니콜라이 뮬러숀,"마치아스 슈와바이어퍼, 틸 슈바이거, 레나 헤디",7.74,154,106
9131,레드 스프링 아포칼립스,제프 시나삭,,라온아이(주),라온아이(주),2019-01-10,개봉영화,장편,캐나다,액션,15세이상관람가,일반영화,1,1,제프 시나삭,제프 시나삭,6.33,3,104
9132,레드 후드,르네 페르즈,,(주)케이알씨지,(주)케이알씨지,2018-11-11,개봉영화,장편,미국,판타지,15세이상관람가,일반영화,1,1,르네 페르즈,"로버트 앰슬러, 니콜 스탁, 로버트 S. 딕슨",-,-,81
9135,레이싱: 더 라이벌,무스타파 칸,,(주)나우콘텐츠,(주)나우콘텐츠,2016-09-02,개봉영화,장편,미국,액션,12세이상관람가,일반영화,1,1,무스타파 칸,"세드릭 샌더스, 나탈리 넵, 조니 오르시니",7.0,3,84
9137,레이트 페이시스: 늑대의 저주,아드리안 가르시아 보글리아노,,(주)티에스앤컴퍼니,(주)티에스앤컴퍼니,2015-04-29,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,아드리안 가르시아 보글리아노,"닉 다미시, 에단 엠브리, 랜스 게스트",5.43,23,95
9138,레일웨이 맨,조나단 텝리츠키,,(주)누리픽쳐스,(주)누리픽쳐스,2014-11-11,개봉영화,장편,영국,드라마,15세이상관람가,일반영화,1,1,조나단 텝리츠키,"콜린 퍼스, 니콜 키드먼, 제레미 어바인",7.29,65,116
9139,레전더리: 툼 오브 더 드래곤,에릭 스타일스,,(주)누리픽쳐스,(주)누리픽쳐스,2019-04-23,개봉영화,장편,영국,액션,15세이상관람가,일반영화,1,1,에릭 스타일스,"스콧 앳킨스, 돌프 룬드그렌",-,-,92
9140,레전드 워리어,아즈말 자히르 아메드,,(주)케이알씨지,(주)케이알씨지,2018-03-28,개봉영화,장편,미국,스릴러,15세이상관람가,일반영화,1,1,아즈말 자히르 아메드,"도미닉 레인스, 레이 파크",5.0,2,94
9144,렘넌트: 생존자들,팀 스체즈니악,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2016-12-15,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,팀 스체즈니악,"톰 시즈모어, 로버트 프랠고, 윌버 피츠제럴드",7.0,3,93
9145,로그 워페어,마이크 건서,,주식회사 풍경소리,주식회사 풍경소리,2019-11-22,개봉영화,장편,미국,전쟁,15세이상관람가,일반영화,1,1,마이크 건서,"윌윤리, 스티븐 랭, 저메인 러브",-,-,103
9150,로빈 후드 리벨리언,니콜라스 윈터,,주식회사 풍경소리,주식회사 풍경소리,2018-12-25,개봉영화,장편,영국,액션,15세이상관람가,일반영화,1,1,니콜라스 윈터,"벤 프리먼, 마리 에버릿, 제임스 올리버 휘트리",4.0,10,92
9152,로스트 인 더 퍼시픽,빈센트 저우,,(주)누리픽쳐스,(주)누리픽쳐스,2017-08-18,개봉영화,장편,중국,SF,15세이상관람가,일반영화,1,1,빈센트 저우,"브랜든 루스, 장우기, 러셀 왕",-,-,90
9154,로스트 인 타임,"프란트 궈,양 리",,(주)토파즈미디어,(주)아바엔터테인먼트,2012-12-20,개봉영화,장편,중국,판타지,15세이상관람가,일반영화,0,1,프란트 궈,"방조명, 왕즈원",6.5,10,91
9157,론섬 도브 처치,테리 마일즈,,(주)이놀미디어,(주)이놀미디어,2016-11-18,개봉영화,장편,캐나다,서부극(웨스턴),15세이상관람가,일반영화,1,1,테리 마일즈,"톰 베린저, 그레이스톤 홀트",5.78,9,89
9159,루나: 소녀의 복수,칼레드 카이사르,,(주)컴퍼니엘,(주)컴퍼니엘,2018-08-07,개봉영화,장편,독일,액션,12세이상관람가,일반영화,1,1,칼레드 카이사르,리사 비카리,-,-,92
9160,루시퍼,,,주식회사 레드아이스,주식회사 레드아이스,2019-01-25,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,,"노마 파블로, 가비노 로드리게즈",-,-,108
9161,루킹 글라스,팀 헌터,,제인앤유,제인앤유,2018-06-23,개봉영화,장편,미국,스릴러,15세이상관람가,일반영화,1,1,팀 헌터,"니콜라스 케이지, 로빈 튜니",3.08,40,104
9162,루팡 3세 무삭제판,기타무라 류헤이,,(주)드림팩트엔터테인먼트,(주)드림팩트엔터테인먼트,2015-09-17,개봉영화,장편,일본,액션,15세이상관람가,일반영화,1,1,기타무라 류헤이,"쿠리타 칸이치, 히로세 스즈, 후지와라 타츠야",8.66,107,92
9164,룰라바이,앤드류 레비타스,,(주)누리픽쳐스,(주)누리픽쳐스,2015-01-14,개봉영화,장편,미국,드라마,15세이상관람가,일반영화,1,1,앤드류 레비타스,"에이미 아담스, 가렛 헤드룬드, 제시카 브라운 핀들레이",-,-,117
9172,리메인즈,토마스 델라 벨라,,(주)컴퍼니엘,(주)컴퍼니엘,2016-10-20,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,토마스 델라 벨라,"토드 로우, 브룩 버틀러, 한나 노드버그",2.73,30,92
9190,마녀의 덫 : 마법의 슬리핑 뷰티,르네 페르즈,,(주)케이알씨지,(주)케이알씨지,2018-10-30,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,르네 페르즈,"제니 알포드, 로버트 앰슬러",-,-,82
9191,마녀의 집,글렌 밀러,,(주)케이알씨지,(주)케이알씨지,2016-04-21,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,글렌 밀러,"마리사 린 존슨, 로라 알렉산드라 라모스",2.2,20,91
9258,망자의 지정석,요코야마 카즈히로,,(주)영진크리에이티브,(주)영진크리에이티브,2017-09-20,개봉영화,장편,일본,공포(호러),15세이상관람가,일반영화,1,1,요코야마 카즈히로,토다 레이,0.0,0,62
9262,매드맥스 독,,,(유)조이앤시네마,(유)조이앤시네마,2017-11-23,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,1,1,,켈리 러더포드,-,-,84
9278,메가 샤크 터미네이터,크리스토퍼 레이,,(주)케이알씨지,(주)케이알씨지,2017-06-13,개봉영화,장편,미국,SF,12세이상관람가,일반영화,1,1,크리스토퍼 레이,"일레나 더글라스, 에이미 라이더, 브로디 허츨러",4.71,68,89
9279,메가로돈: 거대 상어의 습격,,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-06-03,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,,"도미닉 페이스, 마이클 매드슨",-,-,88
9280,메가몬스터 샤크,크리스토퍼 레이,,(유)조이앤시네마,(유)조이앤시네마,2017-11-09,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,크리스토퍼 레이,"카르쉐 트란, 랍 밴 댐, 대니 트레조",-,-,84
9285,멕시칸잡,R. 엘리스 프레이저,,모비딕엔터테인먼트(주),모비딕엔터테인먼트(주),2017-05-18,개봉영화,장편,미국,액션,15세이상관람가,일반영화,1,1,R. 엘리스 프레이저,돌프 룬드그렌,3.0,12,87
9311,몬스터 맥스,토드 터커,,(주)나우콘텐츠,(주)나우콘텐츠,2016-11-24,개봉영화,장편,미국,코미디,전체관람가,일반영화,1,1,토드 터커,"리안넌 리 린, 바트 존슨, 잭 워드",-,-,88
9312,몬스터 아일랜드,,,주식회사 레드아이스,주식회사 레드아이스,2017-10-27,개봉영화,장편,미국,어드벤처,15세이상관람가,일반영화,1,1,,존 W. 바우어스,1.89,19,94
9313,몬스터 워,앤드류 블랙,,(주)케이알씨지,(주)케이알씨지,2017-06-13,개봉영화,장편,미국,스릴러,15세이상관람가,일반영화,1,1,앤드류 블랙,"애덤 존슨, 브래드 존슨",6.67,6,80
9333,무림신공: 벽력화 무삭제판,류신의,,(주)케이알씨지,(주)케이알씨지,2018-05-22,개봉영화,장편,중국,액션,12세이상관람가,일반영화,1,1,류신의,"왕회래, 나가위",3.0,5,85
9335,무법자-난공불락 대열차,크리스토퍼 포브스,,(주)케이알씨지,주식회사 루믹스미디어,2019-03-14,개봉영화,장편,미국,서부극(웨스턴),15세이상관람가,일반영화,1,1,크리스토퍼 포브스,폴 클레이턴,2.29,7,80
9342,문트랩: 타겟 어스,로버트 다이크,,주식회사 레드아이스,주식회사 레드아이스,2018-04-09,개봉영화,장편,미국,SF,15세이상관람가,일반영화,1,1,로버트 다이크,사라 버틀러,-,-,85
9352,뮤턴트 둠스데이,폴 질러,,스크린조이,스크린조이,2015-08-06,개봉영화,장편,캐나다,액션,12세이상관람가,일반영화,1,1,폴 질러,"아드리안 패스더, 루이사 돌리베이라",-,-,90
9353,미결처리반 Q,미켈 노르가드,,(주)콘텐츠판다,(주)콘텐츠판다,2016-12-03,개봉영화,장편,덴마크,범죄,15세이상관람가,일반영화,1,1,미켈 노르가드,"니콜라이 리 코스, 페레스 파레스",-,-,119
